"Index","Method Name","Method Signature","Commit Count","Change Types","Commit Message","Commit ID","Commit Author"
"6190","_parseNumber2","_parseNumber2","15","Exceptions Change","Refactoring, trying to figure out how to get rid of mandatory `loadMore[Guaranteed]` methods without big backwards compat pains
","244ddd1be1c9601ca43485780f34202499f83eeb","Tatu Saloranta"
"6191","_parseNumber2","_parseNumber2","15","Body Change, Exceptions Change, MultiChange","Fix #281
","98f8444c598565deb2cc1541d53fd1046336ac5b","Tatu Saloranta"
"6192","_parseNumber2","_parseNumber2","15","Body Change, Exceptions Change, MultiChange","Merge branch '2.7'
","bee7c266ad276c0aa47f6109e8679828aeb1b12e","Tatu Saloranta"
"6193","_parseNumber2","_parseNumber2","15","Body Change, Exceptions Change, MultiChange","Back to completing javadoc for jackson-core
","ddf23ca538097a48778a34900a3f7e6aaed348c9","Tatu Saloranta"
"6194","_parseNumber2","_parseNumber2","15","Exceptions Change","Support option to enable non-standard trailing decimal point (#773)

","718f542784aec613d699fb82abdf5f25bbfd724f","PJ Fanning"
"6195","_parseNumber2","_parseNumber2","15","Body Change, Exceptions Change, MultiChange","Minor fix to leading dot, reader-based parser
","d737866ba58e3fac5adb24897d47e3dba238696a","Tatu Saloranta"
"6196","_parseNumber2","_parseNumber2","15","Body Change, Exceptions Change, MultiChange","Some more fixes to non-standard numbers, almost there
","0f31d73b27e2054faffd155f916dc180baf4e822","Tatu Saloranta"
"6197","_parseNumber2","_parseNumber2","15","Exceptions Change","Minor test improvement to ease 2.x -> 3.0 merging
","713d2146b3b430db50ed4e5c66c6ed9d174a9a56","Tatu Saloranta"
"6198","_parseNumber2","_parseNumber2","15","Body Change","Remove trailing whitespace from sources
","31d4d85dcb25ca6699294db69591388470b9f8fc","Tatu Saloranta"
"6199","_parseNumber2","_parseNumber2","15","Body Change, Exceptions Change, MultiChange","Fixes #1169: adds test(s), fix (#1170)

","e1e1699a16853b2fe4f8d1127459459c6774c868","Tatu Saloranta"
"6200","_parseNumber2","_parseNumber2","15","Exceptions Change","Merge branch '2.16' into 2.17
","505126ade0bf546d2a1ae653283a3fddd6f0a352","Tatu Saloranta"
"6201","_parseNumber2","_parseNumber2","15","Exceptions Change","Merge branch '2.16' into 2.17
","903de4348d480589fa30e33bdd8ed4a720bef321","Tatu Saloranta"
"6202","_parseNumber2","_parseNumber2","15","Exceptions Change","Merge branch 'xtonik-CHECK_CHAR_OPTIMIZED' into 2.17
","ba8828ad7e970783330713651b3049d7947cf57b","Tatu Saloranta"
"6203","_verifyNoLeadingZeroes","_verifyNoLeadingZeroes","4","Exceptions Change","...
","5a1bd996b8640c5f2d0246a6f1e3fd3d544b7e07","Tatu Saloranta"
"6204","_verifyNoLeadingZeroes","_verifyNoLeadingZeroes","4","Modifier Change","Merge pull request #29 from fge/master

Some random fixes","fca65f84c0fd672b1db07198049d8efe797b3334","Tatu Saloranta"
"6205","_verifyNoLeadingZeroes","_verifyNoLeadingZeroes","4","Exceptions Change","Finished #47 implementation
","0a398692e6b01b5b715b5612b3144ff01f22113d","Tatu Saloranta"
"6206","_verifyNoLeadingZeroes","_verifyNoLeadingZeroes","4","Modifier Change, Body Change, Exceptions Change, MultiChange","Make ReaderBasedJsonParser non-final, to allow sub-classing (but keep most critical path methods final, can relax as needed)
","2574bd6816039d77ab0caee0c6c108141bb92f62","Tatu Saloranta"
"6207","_verifyNLZ2","_verifyNLZ2","4","File Renamed","...
","5a1bd996b8640c5f2d0246a6f1e3fd3d544b7e07","Tatu Saloranta"
"6208","_verifyNLZ2","_verifyNLZ2","4","Body Change, Exceptions Change, Introduced, MultiChange","Make ReaderBasedJsonParser non-final, to allow sub-classing (but keep most critical path methods final, can relax as needed)
","2574bd6816039d77ab0caee0c6c108141bb92f62","Tatu Saloranta"
"6209","_verifyNLZ2","_verifyNLZ2","4","Body Change, Exceptions Change, MultiChange","Refactoring, trying to figure out how to get rid of mandatory `loadMore[Guaranteed]` methods without big backwards compat pains
","244ddd1be1c9601ca43485780f34202499f83eeb","Tatu Saloranta"
"6210","_verifyNLZ2","_verifyNLZ2","4","Body Change, Exceptions Change, MultiChange","Continue work on #467
","ab011327d740b457eb1e84ff8fe3a8db9c16804b","Tatu Saloranta"
"6211","_handleInvalidNumberStart","_handleInvalidNumberStart","8","Exceptions Change","...
","5a1bd996b8640c5f2d0246a6f1e3fd3d544b7e07","Tatu Saloranta"
"6212","_handleInvalidNumberStart","_handleInvalidNumberStart","8","Exceptions Change","Finished #47 implementation
","0a398692e6b01b5b715b5612b3144ff01f22113d","Tatu Saloranta"
"6213","_handleInvalidNumberStart","_handleInvalidNumberStart","8","Body Change","...
","007dccb452ee15b50dc8b6745ad7ed4b80a2d9c6","Tatu Saloranta"
"6214","_handleInvalidNumberStart","_handleInvalidNumberStart","8","Body Change, Exceptions Change, MultiChange","Refactoring, trying to figure out how to get rid of mandatory `loadMore[Guaranteed]` methods without big backwards compat pains
","244ddd1be1c9601ca43485780f34202499f83eeb","Tatu Saloranta"
"6215","_handleInvalidNumberStart","_handleInvalidNumberStart","8","Body Change, Exceptions Change, MultiChange","Fix #281
","98f8444c598565deb2cc1541d53fd1046336ac5b","Tatu Saloranta"
"6216","_handleInvalidNumberStart","_handleInvalidNumberStart","8","Body Change, Exceptions Change, MultiChange","more of #467
","1d63a6be29127bd3ebe48bfb80ba16f02a1dd344","Tatu Saloranta"
"6217","_handleInvalidNumberStart","_handleInvalidNumberStart","8","Exceptions Change","Update release notes wrt #774, minor clean up
","ab89bf21cae88c44fd90d4e4831671c6fde92cfe","Tatu Saloranta"
"6218","_handleInvalidNumberStart","_handleInvalidNumberStart","8","Body Change, Exceptions Change, MultiChange","try to log specific message when positive sign appears (#776)

","fb1d64c983dc49f012fd7f91f1312184089053be","PJ Fanning"
"6219","_handleInvalidNumberStart","_handleInvalidNumberStart","5","Body Change, Exceptions Change, Introduced, MultiChange","try to log specific message when positive sign appears (#776)

","fb1d64c983dc49f012fd7f91f1312184089053be","PJ Fanning"
"6220","_handleInvalidNumberStart","_handleInvalidNumberStart","5","Exceptions Change","fix issue with not failing when numbers have trailing f or d (#790)

","44f186629dff99d2457bab22ad103658ed57db01","PJ Fanning"
"6221","_handleInvalidNumberStart","_handleInvalidNumberStart","5","Exceptions Change","Minor test improvement to ease 2.x -> 3.0 merging
","713d2146b3b430db50ed4e5c66c6ed9d174a9a56","Tatu Saloranta"
"6222","_handleInvalidNumberStart","_handleInvalidNumberStart","5","Exceptions Change","Merge branch '2.16' into 2.17
","505126ade0bf546d2a1ae653283a3fddd6f0a352","Tatu Saloranta"
"6223","_handleInvalidNumberStart","_handleInvalidNumberStart","5","Exceptions Change","Merge branch '2.16' into 2.17
","903de4348d480589fa30e33bdd8ed4a720bef321","Tatu Saloranta"
"6224","_verifyRootSpace","_verifyRootSpace","3","Body Change, Exceptions Change, Introduced, MultiChange","Fix #105, not detecting missing white-space between root-level numbers
","38d6e35d1f1a9b48193804925517500de8efee1f","Tatu Saloranta"
"6225","_verifyRootSpace","_verifyRootSpace","3","Body Change, Exceptions Change, MultiChange","Back to completing javadoc for jackson-core
","ddf23ca538097a48778a34900a3f7e6aaed348c9","Tatu Saloranta"
"6226","_verifyRootSpace","_verifyRootSpace","3","Body Change, Exceptions Change, MultiChange","Fix #834 (rare buffer condition for number-parsing, found by oss-fuzz project)
","0d48020b844617789439e03b822d30917b030e80","Tatu Saloranta"
"6227","_parseName","_parseName","4","File Renamed","...
","5a1bd996b8640c5f2d0246a6f1e3fd3d544b7e07","Tatu Saloranta"
"6228","_parseName","_parseName","4","Body Change, Exceptions Change, Introduced, MultiChange","Tiny tweaking for reader-based name parsing
","e60ad1117d401e5028b7060630fe64731141e855","Tatu Saloranta"
"6229","_parseName","_parseName","4","Exceptions Change","validate the length of names (#1078)

","bc8433bc9b7ebc6d1b4f53ba1c72d0dac57cf27d","PJ Fanning"
"6230","_parseName","_parseName","4","Body Change, Exceptions Change, MultiChange","Minor refactoring
","28fce9b4b7c48d2f70f244536ad284f1f52345ab","Tatu Saloranta"
"6231","_parseName2","_parseName2","6","Body Change, Exceptions Change, Introduced, MultiChange","Finished #47 implementation
","0a398692e6b01b5b715b5612b3144ff01f22113d","Tatu Saloranta"
"6232","_parseName2","_parseName2","6","Exceptions Change","Merge branch '2.5'

Conflicts:
	release-notes/VERSION
	src/test/java/com/fasterxml/jackson/core/sym/TestSymbolTables.java
","5e3d980f704ceca91b263ac42efa30bedcf5a76f","Tatu Saloranta"
"6233","_parseName2","_parseName2","6","Exceptions Change","Refactoring, trying to figure out how to get rid of mandatory `loadMore[Guaranteed]` methods without big backwards compat pains
","244ddd1be1c9601ca43485780f34202499f83eeb","Tatu Saloranta"
"6234","_parseName2","_parseName2","6","Body Change, Exceptions Change, MultiChange","Fix #281
","98f8444c598565deb2cc1541d53fd1046336ac5b","Tatu Saloranta"
"6235","_parseName2","_parseName2","6","Body Change, Exceptions Change, MultiChange","validate the length of names (#1078)

","bc8433bc9b7ebc6d1b4f53ba1c72d0dac57cf27d","PJ Fanning"
"6236","_parseName2","_parseName2","6","Exceptions Change","Use String#isEmpty(), remove redundancies, and reduce verbose code (#1225)

","5a22ee46c4b1dd3e071bc908501cc65f2a3e374c","Gary Gregory"
"6237","_handleOddName","_handleOddName","8","Body Change, Exceptions Change, Introduced, MultiChange","Bit more cleanup
","89d5f32df7f91b5e3a4e8dec9111f55b88207882","Tatu Saloranta"
"6238","_handleOddName","_handleOddName","8","Body Change, Exceptions Change, MultiChange","Fixed #102
","eaa2b0c4797e04b10d9c26f18e75da532e9b6439","Tatu Saloranta"
"6239","_handleOddName","_handleOddName","8","Body Change, Exceptions Change, MultiChange","... and yet more
","a2e846e5e3eef05c00fc6edfff2eefb5853e9c5f","Tatu Saloranta"
"6240","_handleOddName","_handleOddName","8","Body Change, Exceptions Change, MultiChange","Back to completing javadoc for jackson-core
","ddf23ca538097a48778a34900a3f7e6aaed348c9","Tatu Saloranta"
"6241","_handleOddName","_handleOddName","8","Body Change, Exceptions Change, MultiChange","More javadoccing
","6ce779a7b7298ed62c679457411a0000ea5a0c5f","Tatu Saloranta"
"6242","_handleOddName","_handleOddName","8","Exceptions Change","validate the length of names (#1078)

","bc8433bc9b7ebc6d1b4f53ba1c72d0dac57cf27d","PJ Fanning"
"6243","_handleOddName","_handleOddName","8","Body Change, Exceptions Change, MultiChange","Merge branch '2.16' into 2.17
","505126ade0bf546d2a1ae653283a3fddd6f0a352","Tatu Saloranta"
"6244","_handleOddName","_handleOddName","8","Body Change, Exceptions Change, MultiChange","Merge branch '2.16' into 2.17
","903de4348d480589fa30e33bdd8ed4a720bef321","Tatu Saloranta"
"6245","_parseAposName","_parseAposName","4","File Renamed","...
","5a1bd996b8640c5f2d0246a6f1e3fd3d544b7e07","Tatu Saloranta"
"6246","_parseAposName","_parseAposName","4","Body Change, Exceptions Change, Introduced, MultiChange","Bit more cleanup
","89d5f32df7f91b5e3a4e8dec9111f55b88207882","Tatu Saloranta"
"6247","_parseAposName","_parseAposName","4","Body Change, Exceptions Change, MultiChange","Finished #47 implementation
","0a398692e6b01b5b715b5612b3144ff01f22113d","Tatu Saloranta"
"6248","_parseAposName","_parseAposName","4","Body Change, Exceptions Change, MultiChange","Minor refactoring
","28fce9b4b7c48d2f70f244536ad284f1f52345ab","Tatu Saloranta"
"6249","_handleOddValue","_handleOddValue","14","Body Change, Exceptions Change, Introduced, MultiChange","Finished #47 implementation
","0a398692e6b01b5b715b5612b3144ff01f22113d","Tatu Saloranta"
"6250","_handleOddValue","_handleOddValue","14","Body Change, Exceptions Change, MultiChange","...
","ca842af6f009e6a95056dcb6e1799308c05746ea","Tatu Saloranta"
"6251","_handleOddValue","_handleOddValue","14","Exceptions Change","Refactoring, trying to figure out how to get rid of mandatory `loadMore[Guaranteed]` methods without big backwards compat pains
","244ddd1be1c9601ca43485780f34202499f83eeb","Tatu Saloranta"
"6252","_handleOddValue","_handleOddValue","14","Exceptions Change","Fix #281
","98f8444c598565deb2cc1541d53fd1046336ac5b","Tatu Saloranta"
"6253","_handleOddValue","_handleOddValue","14","Exceptions Change","more of #467
","1d63a6be29127bd3ebe48bfb80ba16f02a1dd344","Tatu Saloranta"
"6254","_handleOddValue","_handleOddValue","14","Body Change, Exceptions Change, MultiChange","... and yet more
","a2e846e5e3eef05c00fc6edfff2eefb5853e9c5f","Tatu Saloranta"
"6255","_handleOddValue","_handleOddValue","14","Exceptions Change","Refactoring/cleanup to prepare for #561
","51ad21888c6059c55a24f1821cc368b4342ef1a5","Tatu Saloranta"
"6256","_handleOddValue","_handleOddValue","14","Body Change, Exceptions Change, MultiChange","Merge branch '2.11' into 2.12
","d38ecef99f6b6af6c591629ff493effd3c0ed95c","Tatu Saloranta"
"6257","_handleOddValue","_handleOddValue","14","Body Change, Exceptions Change, MultiChange","Back to completing javadoc for jackson-core
","ddf23ca538097a48778a34900a3f7e6aaed348c9","Tatu Saloranta"
"6258","_handleOddValue","_handleOddValue","14","Exceptions Change","Update release notes wrt #774, minor clean up
","ab89bf21cae88c44fd90d4e4831671c6fde92cfe","Tatu Saloranta"
"6259","_handleOddValue","_handleOddValue","14","Exceptions Change","try to log specific message when positive sign appears (#776)

","fb1d64c983dc49f012fd7f91f1312184089053be","PJ Fanning"
"6260","_handleOddValue","_handleOddValue","14","Body Change","validate the length of names (#1078)

","bc8433bc9b7ebc6d1b4f53ba1c72d0dac57cf27d","PJ Fanning"
"6261","_handleOddValue","_handleOddValue","14","Exceptions Change","Merge branch '2.16' into 2.17
","505126ade0bf546d2a1ae653283a3fddd6f0a352","Tatu Saloranta"
"6262","_handleOddValue","_handleOddValue","14","Exceptions Change","Merge branch '2.16' into 2.17
","903de4348d480589fa30e33bdd8ed4a720bef321","Tatu Saloranta"
"6263","_handleApos","_handleApos","5","File Renamed","...
","5a1bd996b8640c5f2d0246a6f1e3fd3d544b7e07","Tatu Saloranta"
"6264","_handleApos","_handleApos","5","Body Change, Exceptions Change, Introduced, MultiChange","First part of YAML comments support, for UTF-8-based pasrser
","a3de8a04b39930de101cba5e498876c721a6837a","Tatu Saloranta"
"6265","_handleApos","_handleApos","5","Body Change, Exceptions Change, MultiChange","Refactoring, trying to figure out how to get rid of mandatory `loadMore[Guaranteed]` methods without big backwards compat pains
","244ddd1be1c9601ca43485780f34202499f83eeb","Tatu Saloranta"
"6266","_handleApos","_handleApos","5","Body Change, Exceptions Change, MultiChange","Fix #281
","98f8444c598565deb2cc1541d53fd1046336ac5b","Tatu Saloranta"
"6267","_handleApos","_handleApos","5","Exceptions Change","Use String#isEmpty(), remove redundancies, and reduce verbose code (#1225)

","5a22ee46c4b1dd3e071bc908501cc65f2a3e374c","Gary Gregory"
"6268","_handleOddName2","_handleOddName2","5","Body Change, Exceptions Change, Introduced, MultiChange","Bit more cleanup
","89d5f32df7f91b5e3a4e8dec9111f55b88207882","Tatu Saloranta"
"6269","_handleOddName2","_handleOddName2","5","Exceptions Change","Refactoring, trying to figure out how to get rid of mandatory `loadMore[Guaranteed]` methods without big backwards compat pains
","244ddd1be1c9601ca43485780f34202499f83eeb","Tatu Saloranta"
"6270","_handleOddName2","_handleOddName2","5","Exceptions Change","Merge branch '2.9' into 2.10
","71b32d0a7bd34f3084e692576adcbb8597f5280a","Tatu Saloranta"
"6271","_handleOddName2","_handleOddName2","5","Body Change, Exceptions Change, MultiChange","validate the length of names (#1078)

","bc8433bc9b7ebc6d1b4f53ba1c72d0dac57cf27d","PJ Fanning"
"6272","_handleOddName2","_handleOddName2","5","Exceptions Change","Use String#isEmpty(), remove redundancies, and reduce verbose code (#1225)

","5a22ee46c4b1dd3e071bc908501cc65f2a3e374c","Gary Gregory"
"6273","_finishString","_finishString","7","Exceptions Change","...
","5a1bd996b8640c5f2d0246a6f1e3fd3d544b7e07","Tatu Saloranta"
"6274","_finishString","_finishString","7","Exceptions Change","First part of YAML comments support, for UTF-8-based pasrser
","a3de8a04b39930de101cba5e498876c721a6837a","Tatu Saloranta"
"6275","_finishString","_finishString","7","Body Change, Exceptions Change, MultiChange","Finished #47 implementation
","0a398692e6b01b5b715b5612b3144ff01f22113d","Tatu Saloranta"
"6276","_finishString","_finishString","7","Modifier Change","Make ReaderBasedJsonParser non-final, to allow sub-classing (but keep most critical path methods final, can relax as needed)
","2574bd6816039d77ab0caee0c6c108141bb92f62","Tatu Saloranta"
"6277","_finishString","_finishString","7","Modifier Change","minor refactoring
","c1ea241e2ff13ece80be26b7ea38d0f161080fe6","Tatu Saloranta"
"6278","_finishString","_finishString","7","Modifier Change","Refactoring, trying to figure out how to get rid of mandatory `loadMore[Guaranteed]` methods without big backwards compat pains
","244ddd1be1c9601ca43485780f34202499f83eeb","Tatu Saloranta"
"6279","_finishString","_finishString","7","Exceptions Change","Minor refactoring
","28fce9b4b7c48d2f70f244536ad284f1f52345ab","Tatu Saloranta"
"6280","_finishString2","_finishString2","7","Exceptions Change","...
","5a1bd996b8640c5f2d0246a6f1e3fd3d544b7e07","Tatu Saloranta"
"6281","_finishString2","_finishString2","7","Exceptions Change","First part of YAML comments support, for UTF-8-based pasrser
","a3de8a04b39930de101cba5e498876c721a6837a","Tatu Saloranta"
